order_id,customer_id,customer_state,order_status,order_purchase_timestamp,order_delivered_date,order_estimated_delivery_date,delivery_days,estimated_delivery_days,delivery_delta,review_score
order_004535,cust_004666,SP,delivered,2018-09-26 07:10:00,2018-10-05 07:10:00,2018-10-06 07:10:00,9.0,10,-1.0,4
order_004536,cust_004673,MG,delivered,2018-04-10 07:24:00,2018-04-13 07:24:00,2018-04-20 07:24:00,3.0,10,-7.0,4
order_004537,cust_002896,SC,delivered,2016-11-12 19:41:00,2016-12-04 19:41:00,2016-11-25 19:41:00,22.0,13,9.0,3
order_004538,cust_003998,SP,delivered,2018-06-30 16:54:00,2018-07-01 16:54:00,2018-07-10 16:54:00,1.0,10,-9.0,5
order_004539,cust_006617,MG,delivered,2017-08-01 10:43:00,2017-08-16 10:43:00,2017-08-11 10:43:00,15.0,10,5.0,5
order_004540,cust_007501,RJ,delivered,2017-11-16 09:51:00,2017-11-23 09:51:00,2017-11-26 09:51:00,7.0,10,-3.0,4
order_004541,cust_003692,PR,delivered,2017-08-24 16:02:00,2017-08-26 16:02:00,2017-09-06 16:02:00,2.0,13,-11.0,5
order_004542,cust_007476,SP,delivered,2017-07-17 06:26:00,2017-07-18 06:26:00,2017-07-27 06:26:00,1.0,10,-9.0,5
order_004543,cust_004059,SP,delivered,2017-11-12 02:48:00,2017-11-20 02:48:00,2017-11-22 02:48:00,8.0,10,-2.0,4
order_004544,cust_008522,DF,delivered,2017-10-16 22:39:00,2017-10-18 22:39:00,2017-10-29 22:39:00,2.0,13,-11.0,5
order_004545,cust_005663,SP,delivered,2018-03-07 20:21:00,2018-03-17 20:21:00,2018-03-17 20:21:00,10.0,10,0.0,4
order_004546,cust_001527,MG,delivered,2018-06-22 18:13:00,2018-06-26 18:13:00,2018-07-02 18:13:00,4.0,10,-6.0,5
order_004547,cust_007051,RJ,delivered,2017-08-11 04:50:00,2017-08-20 04:50:00,2017-08-21 04:50:00,9.0,10,-1.0,4
order_004548,cust_000573,SP,delivered,2017-05-27 12:49:00,2017-05-28 12:49:00,2017-06-06 12:49:00,1.0,10,-9.0,5
order_004549,cust_001646,SP,delivered,2018-03-28 22:25:00,2018-03-29 22:25:00,2018-04-07 22:25:00,1.0,10,-9.0,5
order_004550,cust_007550,SP,shipped,2018-03-30 10:54:00,2018-03-31 10:54:00,2018-04-09 10:54:00,1.0,10,-9.0,5
order_004551,cust_000751,GO,delivered,2018-08-09 11:39:00,2018-08-30 11:39:00,2018-08-22 11:39:00,21.0,13,8.0,3
order_004552,cust_005544,MT,delivered,2016-10-28 11:00:00,2016-11-21 11:00:00,2016-11-16 11:00:00,24.0,19,5.0,3
order_004553,cust_009363,SP,delivered,2018-07-14 17:33:00,2018-07-26 17:33:00,2018-07-24 17:33:00,12.0,10,2.0,3
order_004554,cust_006824,CE,delivered,2017-12-15 11:18:00,2018-01-06 11:18:00,2018-01-03 11:18:00,22.0,19,3.0,3
order_004555,cust_006336,MG,delivered,2018-02-27 22:06:00,2018-03-09 22:06:00,2018-03-09 22:06:00,10.0,10,0.0,3
order_004556,cust_009043,RJ,delivered,2016-12-27 06:00:00,2017-01-18 06:00:00,2017-01-06 06:00:00,22.0,10,12.0,3
order_004557,cust_005479,RS,delivered,2017-11-12 17:07:00,2017-11-20 17:07:00,2017-11-25 17:07:00,8.0,13,-5.0,4
order_004558,cust_002093,CE,delivered,2017-06-10 09:28:00,2017-07-01 09:28:00,2017-06-29 09:28:00,21.0,19,2.0,5
order_004559,cust_004326,BA,delivered,2017-07-05 22:28:00,2017-07-13 22:28:00,2017-07-18 22:28:00,8.0,13,-5.0,5
order_004560,cust_003595,SP,delivered,2017-12-07 00:14:00,2017-12-17 00:14:00,2017-12-17 00:14:00,10.0,10,0.0,4
order_004561,cust_004367,SP,canceled,2018-06-22 14:27:00,2018-07-08 14:27:00,2018-07-02 14:27:00,16.0,10,6.0,1
order_004562,cust_007485,MA,delivered,2018-05-13 03:41:00,2018-05-25 03:41:00,2018-06-01 03:41:00,12.0,19,-7.0,4
order_004563,cust_005001,RJ,delivered,2018-02-01 07:31:00,2018-02-02 07:31:00,2018-02-11 07:31:00,1.0,10,-9.0,4
order_004564,cust_000737,MG,delivered,2017-12-23 13:12:00,2017-12-27 13:12:00,2018-01-02 13:12:00,4.0,10,-6.0,5
order_004565,cust_002818,SC,delivered,2017-11-10 20:48:00,2017-11-11 20:48:00,2017-11-23 20:48:00,1.0,13,-12.0,5
order_004566,cust_005342,MG,delivered,2018-09-16 06:37:00,2018-09-24 06:37:00,2018-09-26 06:37:00,8.0,10,-2.0,3
order_004567,cust_008534,RJ,delivered,2018-01-02 08:19:00,2018-01-08 08:19:00,2018-01-12 08:19:00,6.0,10,-4.0,3
order_004568,cust_003076,SE,delivered,2017-07-04 19:07:00,2017-07-10 19:07:00,2017-07-23 19:07:00,6.0,19,-13.0,5
order_004569,cust_006916,SP,delivered,2017-06-12 13:19:00,2017-06-13 13:19:00,2017-06-22 13:19:00,1.0,10,-9.0,5
order_004570,cust_004520,SP,delivered,2018-02-18 02:54:00,2018-02-25 02:54:00,2018-02-28 02:54:00,7.0,10,-3.0,5
order_004571,cust_000448,SP,delivered,2017-12-16 12:20:00,2018-01-14 12:20:00,2017-12-26 12:20:00,29.0,10,19.0,4
order_004572,cust_007434,ES,delivered,2016-10-14 08:52:00,2016-10-22 08:52:00,2016-10-27 08:52:00,8.0,13,-5.0,4
order_004573,cust_006873,SP,delivered,2018-07-01 08:53:00,2018-07-04 08:53:00,2018-07-11 08:53:00,3.0,10,-7.0,4
order_004574,cust_006697,RJ,delivered,2018-04-20 21:42:00,2018-04-21 21:42:00,2018-04-30 21:42:00,1.0,10,-9.0,5
order_004575,cust_004161,RS,delivered,2018-03-25 05:54:00,2018-04-09 05:54:00,2018-04-07 05:54:00,15.0,13,2.0,3
order_004576,cust_007996,RJ,delivered,2016-12-07 11:26:00,2016-12-08 11:26:00,2016-12-17 11:26:00,1.0,10,-9.0,5
order_004577,cust_008077,SP,shipped,2017-10-03 03:03:00,2017-10-04 03:03:00,2017-10-13 03:03:00,1.0,10,-9.0,4
order_004578,cust_000119,AL,canceled,2018-08-27 22:26:00,2018-09-20 22:26:00,2018-09-15 22:26:00,24.0,19,5.0,1
order_004579,cust_004484,RJ,delivered,2018-07-19 21:16:00,2018-07-22 21:16:00,2018-07-29 21:16:00,3.0,10,-7.0,4
order_004580,cust_002847,SC,delivered,2017-08-01 06:37:00,2017-08-12 06:37:00,2017-08-14 06:37:00,11.0,13,-2.0,4
order_004581,cust_001790,RS,delivered,2017-03-30 19:28:00,2017-04-13 19:28:00,2017-04-12 19:28:00,14.0,13,1.0,4
order_004582,cust_003017,SE,delivered,2017-11-17 07:06:00,2017-11-23 07:06:00,2017-12-06 07:06:00,6.0,19,-13.0,4
order_004583,cust_000350,SP,delivered,2017-09-28 07:40:00,2017-09-30 07:40:00,2017-10-08 07:40:00,2.0,10,-8.0,4
order_004584,cust_005457,PR,delivered,2018-04-06 00:31:00,2018-04-28 00:31:00,2018-04-19 00:31:00,22.0,13,9.0,3
order_004585,cust_002250,SP,delivered,2018-09-12 02:17:00,2018-09-14 02:17:00,2018-09-22 02:17:00,2.0,10,-8.0,3
order_004586,cust_005060,SP,delivered,2017-10-04 18:58:00,2017-10-07 18:58:00,2017-10-14 18:58:00,3.0,10,-7.0,4
order_004587,cust_006583,DF,delivered,2016-12-01 10:15:00,2016-12-08 10:15:00,2016-12-14 10:15:00,7.0,13,-6.0,5
order_004588,cust_003237,SP,delivered,2018-08-07 17:58:00,2018-08-21 17:58:00,2018-08-17 17:58:00,14.0,10,4.0,4
order_004589,cust_006522,RN,delivered,2016-11-14 05:24:00,2016-12-11 05:24:00,2016-12-03 05:24:00,27.0,19,8.0,4
order_004590,cust_004834,RS,delivered,2018-09-05 01:03:00,2018-09-17 01:03:00,2018-09-18 01:03:00,12.0,13,-1.0,4
order_004591,cust_005411,SP,delivered,2018-03-27 04:52:00,2018-04-03 04:52:00,2018-04-06 04:52:00,7.0,10,-3.0,3
order_004592,cust_005394,SP,delivered,2018-08-31 13:00:00,2018-09-04 13:00:00,2018-09-10 13:00:00,4.0,10,-6.0,4
order_004593,cust_003774,SP,delivered,2017-05-14 21:45:00,2017-05-26 21:45:00,2017-05-24 21:45:00,12.0,10,2.0,3
order_004594,cust_001995,RJ,delivered,2016-11-16 20:12:00,2016-11-20 20:12:00,2016-11-26 20:12:00,4.0,10,-6.0,5
order_004595,cust_001738,SP,delivered,2017-11-30 21:47:00,2017-12-06 21:47:00,2017-12-10 21:47:00,6.0,10,-4.0,5
order_004596,cust_009160,RJ,delivered,2017-11-18 03:28:00,2017-12-06 03:28:00,2017-11-28 03:28:00,18.0,10,8.0,3
order_004597,cust_004106,RS,delivered,2017-09-09 05:08:00,2017-09-20 05:08:00,2017-09-22 05:08:00,11.0,13,-2.0,5
order_004598,cust_002503,SP,delivered,2018-09-08 00:21:00,2018-09-19 00:21:00,2018-09-18 00:21:00,11.0,10,1.0,3
order_004599,cust_006060,RJ,delivered,2018-06-27 16:59:00,2018-07-01 16:59:00,2018-07-07 16:59:00,4.0,10,-6.0,4
order_004600,cust_005150,RJ,delivered,2018-03-25 22:35:00,2018-03-30 22:35:00,2018-04-04 22:35:00,5.0,10,-5.0,4
order_004601,cust_006746,SE,delivered,2017-04-05 05:47:00,2017-04-10 05:47:00,2017-04-24 05:47:00,5.0,19,-14.0,5
order_004602,cust_003499,SP,delivered,2018-05-08 06:28:00,2018-05-21 06:28:00,2018-05-18 06:28:00,13.0,10,3.0,3
order_004603,cust_008537,MG,delivered,2018-05-03 04:08:00,2018-05-08 04:08:00,2018-05-13 04:08:00,5.0,10,-5.0,4
order_004604,cust_004494,MG,delivered,2017-11-09 23:18:00,2017-11-14 23:18:00,2017-11-19 23:18:00,5.0,10,-5.0,4
order_004605,cust_003592,SP,delivered,2018-08-22 00:58:00,2018-09-06 00:58:00,2018-09-01 00:58:00,15.0,10,5.0,3
order_004606,cust_000386,SP,delivered,2017-04-10 07:51:00,2017-04-25 07:51:00,2017-04-20 07:51:00,15.0,10,5.0,5
order_004607,cust_006761,RJ,delivered,2017-07-16 22:03:00,2017-07-19 22:03:00,2017-07-26 22:03:00,3.0,10,-7.0,4
order_004608,cust_007974,SP,delivered,2016-12-02 22:31:00,2016-12-06 22:31:00,2016-12-12 22:31:00,4.0,10,-6.0,5
order_004609,cust_005449,SP,delivered,2018-06-12 16:00:00,2018-06-13 16:00:00,2018-06-22 16:00:00,1.0,10,-9.0,5
order_004610,cust_008329,RS,delivered,2018-02-27 01:20:00,2018-03-13 01:20:00,2018-03-12 01:20:00,14.0,13,1.0,5
order_004611,cust_003751,CE,canceled,2017-08-26 13:25:00,2017-09-15 13:25:00,2017-09-14 13:25:00,20.0,19,1.0,1
order_004612,cust_002700,CE,delivered,2017-04-06 21:33:00,2017-04-17 21:33:00,2017-04-25 21:33:00,11.0,19,-8.0,4
order_004613,cust_009023,SP,delivered,2016-11-16 00:56:00,2016-11-25 00:56:00,2016-11-26 00:56:00,9.0,10,-1.0,4
order_004614,cust_008491,RS,delivered,2017-04-10 12:31:00,2017-04-25 12:31:00,2017-04-23 12:31:00,15.0,13,2.0,3
order_004615,cust_005216,PR,delivered,2017-11-19 22:07:00,2017-11-23 22:07:00,2017-12-02 22:07:00,4.0,13,-9.0,4
order_004616,cust_002504,DF,delivered,2017-06-28 21:40:00,2017-07-07 21:40:00,2017-07-11 21:40:00,9.0,13,-4.0,5
order_004617,cust_008733,SP,delivered,2017-07-09 23:19:00,2017-07-17 23:19:00,2017-07-19 23:19:00,8.0,10,-2.0,4
order_004618,cust_002917,MG,delivered,2018-07-26 20:33:00,2018-08-05 20:33:00,2018-08-05 20:33:00,10.0,10,0.0,4
order_004619,cust_000546,SP,delivered,2017-12-12 16:29:00,2017-12-23 16:29:00,2017-12-22 16:29:00,11.0,10,1.0,4
order_004620,cust_000983,SC,delivered,2018-05-05 05:34:00,2018-05-13 05:34:00,2018-05-18 05:34:00,8.0,13,-5.0,4
order_004621,cust_004140,MG,delivered,2016-11-13 19:48:00,2016-11-15 19:48:00,2016-11-23 19:48:00,2.0,10,-8.0,3
order_004622,cust_008571,SP,delivered,2017-10-06 05:39:00,2017-10-07 05:39:00,2017-10-16 05:39:00,1.0,10,-9.0,4
order_004623,cust_000496,SP,delivered,2017-11-27 13:09:00,2017-12-02 13:09:00,2017-12-07 13:09:00,5.0,10,-5.0,5
order_004624,cust_001915,DF,canceled,2017-04-30 19:41:00,2017-05-14 19:41:00,2017-05-13 19:41:00,14.0,13,1.0,2
order_004625,cust_002707,SP,delivered,2017-02-11 14:39:00,2017-03-02 14:39:00,2017-02-21 14:39:00,19.0,10,9.0,4
order_004626,cust_007726,SP,delivered,2018-07-24 10:47:00,2018-08-06 10:47:00,2018-08-03 10:47:00,13.0,10,3.0,5
order_004627,cust_008376,MG,delivered,2018-08-29 02:14:00,2018-09-06 02:14:00,2018-09-08 02:14:00,8.0,10,-2.0,4
order_004628,cust_000488,MA,delivered,2016-12-16 12:30:00,2017-01-01 12:30:00,2017-01-04 12:30:00,16.0,19,-3.0,4
order_004629,cust_001720,DF,delivered,2017-09-23 10:45:00,2017-09-29 10:45:00,2017-10-06 10:45:00,6.0,13,-7.0,4
order_004630,cust_006867,SP,delivered,2018-09-08 06:18:00,2018-09-09 06:18:00,2018-09-18 06:18:00,1.0,10,-9.0,5
order_004631,cust_000170,SP,delivered,2016-12-20 14:37:00,2017-01-02 14:37:00,2016-12-30 14:37:00,13.0,10,3.0,3
order_004632,cust_003065,RS,delivered,2018-03-13 19:21:00,2018-03-31 19:21:00,2018-03-26 19:21:00,18.0,13,5.0,5
order_004633,cust_008672,SP,delivered,2018-09-15 06:55:00,2018-09-16 06:55:00,2018-09-25 06:55:00,1.0,10,-9.0,5
order_004634,cust_001340,PA,delivered,2018-09-18 13:53:00,2018-10-12 13:53:00,2018-10-07 13:53:00,24.0,19,5.0,5
order_004635,cust_008082,SP,unavailable,2017-11-25 03:08:00,2017-12-04 03:08:00,2017-12-05 03:08:00,9.0,10,-1.0,5
order_004636,cust_004415,SP,delivered,2017-04-05 06:24:00,2017-04-17 06:24:00,2017-04-15 06:24:00,12.0,10,2.0,3
order_004637,cust_006620,SC,delivered,2017-05-16 14:34:00,2017-06-07 14:34:00,2017-05-29 14:34:00,22.0,13,9.0,3
order_004638,cust_007922,CE,delivered,2018-08-03 04:48:00,2018-08-11 04:48:00,2018-08-22 04:48:00,8.0,19,-11.0,4
order_004639,cust_001264,SP,delivered,2018-08-15 23:32:00,2018-08-16 23:32:00,2018-08-25 23:32:00,1.0,10,-9.0,3
order_004640,cust_002089,TO,delivered,2018-02-15 00:15:00,2018-03-02 00:15:00,2018-03-06 00:15:00,15.0,19,-4.0,5
order_004641,cust_000233,SP,delivered,2018-05-26 22:45:00,2018-05-27 22:45:00,2018-06-05 22:45:00,1.0,10,-9.0,4
order_004642,cust_005686,CE,delivered,2018-05-11 10:45:00,2018-05-23 10:45:00,2018-05-30 10:45:00,12.0,19,-7.0,4
order_004643,cust_004771,PB,canceled,2018-03-25 07:18:00,2018-04-16 07:18:00,2018-04-13 07:18:00,22.0,19,3.0,2
order_004644,cust_008960,SC,delivered,2018-06-30 01:22:00,2018-07-11 01:22:00,2018-07-13 01:22:00,11.0,13,-2.0,5
order_004645,cust_003275,SP,processing,2018-04-08 09:36:00,2018-04-17 09:36:00,2018-04-18 09:36:00,9.0,10,-1.0,4
order_004646,cust_005003,PR,delivered,2017-12-21 14:00:00,2018-01-01 14:00:00,2018-01-03 14:00:00,11.0,13,-2.0,5
order_004647,cust_003375,AP,delivered,2017-06-19 01:50:00,2017-07-01 01:50:00,2017-07-08 01:50:00,12.0,19,-7.0,4
order_004648,cust_007473,MG,delivered,2018-05-13 21:16:00,2018-05-22 21:16:00,2018-05-23 21:16:00,9.0,10,-1.0,4
order_004649,cust_004946,RN,delivered,2017-11-26 14:23:00,2017-12-11 14:23:00,2017-12-15 14:23:00,15.0,19,-4.0,3
order_004650,cust_000996,SP,delivered,2017-08-09 17:20:00,2017-08-22 17:20:00,2017-08-19 17:20:00,13.0,10,3.0,4
order_004651,cust_000845,MG,shipped,2018-06-16 07:28:00,2018-06-28 07:28:00,2018-06-26 07:28:00,12.0,10,2.0,5
order_004652,cust_006653,SP,delivered,2018-04-15 20:13:00,2018-04-25 20:13:00,2018-04-25 20:13:00,10.0,10,0.0,5
order_004653,cust_001319,SP,delivered,2018-08-28 07:29:00,2018-09-04 07:29:00,2018-09-07 07:29:00,7.0,10,-3.0,5
order_004654,cust_004117,SP,delivered,2017-04-08 21:22:00,2017-04-13 21:22:00,2017-04-18 21:22:00,5.0,10,-5.0,5
order_004655,cust_005103,RJ,delivered,2018-03-17 07:50:00,2018-03-18 07:50:00,2018-03-27 07:50:00,1.0,10,-9.0,3
order_004656,cust_008247,SP,delivered,2017-06-25 12:27:00,2017-07-21 12:27:00,2017-07-05 12:27:00,26.0,10,16.0,2
order_004657,cust_000507,SP,delivered,2018-08-10 04:09:00,2018-08-17 04:09:00,2018-08-20 04:09:00,7.0,10,-3.0,5
order_004658,cust_009017,GO,delivered,2017-01-06 06:08:00,2017-01-21 06:08:00,2017-01-19 06:08:00,15.0,13,2.0,4
order_004659,cust_005513,BA,canceled,2018-03-21 13:37:00,2018-04-06 13:37:00,2018-04-03 13:37:00,16.0,13,3.0,2
order_004660,cust_001169,PR,delivered,2018-06-10 09:32:00,2018-06-20 09:32:00,2018-06-23 09:32:00,10.0,13,-3.0,5
order_004661,cust_001629,PR,delivered,2017-09-28 10:39:00,2017-10-07 10:39:00,2017-10-11 10:39:00,9.0,13,-4.0,4
order_004662,cust_003312,SP,delivered,2018-09-06 05:16:00,2018-09-09 05:16:00,2018-09-16 05:16:00,3.0,10,-7.0,3
order_004663,cust_007136,MG,delivered,2018-07-13 03:05:00,2018-07-14 03:05:00,2018-07-23 03:05:00,1.0,10,-9.0,4
order_004664,cust_004717,SP,delivered,2017-08-09 14:09:00,2017-08-28 14:09:00,2017-08-19 14:09:00,19.0,10,9.0,4
order_004665,cust_000558,RJ,delivered,2016-10-14 16:41:00,2016-10-18 16:41:00,2016-10-24 16:41:00,4.0,10,-6.0,4
order_004666,cust_004888,SC,delivered,2017-08-11 04:18:00,2017-08-14 04:18:00,2017-08-24 04:18:00,3.0,13,-10.0,3
order_004667,cust_001068,AC,delivered,2017-07-29 06:23:00,2017-08-24 06:23:00,2017-08-17 06:23:00,26.0,19,7.0,5
order_004668,cust_008036,SP,delivered,2018-08-03 18:41:00,2018-08-09 18:41:00,2018-08-13 18:41:00,6.0,10,-4.0,5
order_004669,cust_009452,PE,delivered,2018-09-13 18:10:00,2018-09-30 18:10:00,2018-10-02 18:10:00,17.0,19,-2.0,5
order_004670,cust_005898,SP,delivered,2016-12-09 02:29:00,2016-12-13 02:29:00,2016-12-19 02:29:00,4.0,10,-6.0,4
order_004671,cust_004602,SP,delivered,2017-11-25 10:37:00,2017-11-26 10:37:00,2017-12-05 10:37:00,1.0,10,-9.0,4
order_004672,cust_007810,SP,delivered,2017-12-27 05:46:00,2018-01-03 05:46:00,2018-01-06 05:46:00,7.0,10,-3.0,5
order_004673,cust_007996,RJ,delivered,2016-12-28 02:21:00,2017-01-04 02:21:00,2017-01-07 02:21:00,7.0,10,-3.0,4
order_004674,cust_000449,RN,unavailable,2017-10-15 10:07:00,2017-10-29 10:07:00,2017-11-03 10:07:00,14.0,19,-5.0,4
order_004675,cust_003639,CE,delivered,2017-08-28 22:54:00,2017-09-20 22:54:00,2017-09-16 22:54:00,23.0,19,4.0,4
order_004676,cust_003798,DF,delivered,2017-12-22 07:22:00,2018-01-06 07:22:00,2018-01-04 07:22:00,15.0,13,2.0,5
order_004677,cust_004633,GO,delivered,2018-03-24 15:34:00,2018-04-12 15:34:00,2018-04-06 15:34:00,19.0,13,6.0,4
order_004678,cust_005973,RJ,delivered,2018-04-19 07:07:00,2018-04-20 07:07:00,2018-04-29 07:07:00,1.0,10,-9.0,3
order_004679,cust_007924,SP,delivered,2017-03-07 12:32:00,2017-03-18 12:32:00,2017-03-17 12:32:00,11.0,10,1.0,4
order_004680,cust_005328,RJ,delivered,2018-06-22 09:04:00,2018-07-12 09:04:00,2018-07-02 09:04:00,20.0,10,10.0,3
order_004681,cust_005409,PR,delivered,2018-04-04 04:16:00,2018-04-18 04:16:00,2018-04-17 04:16:00,14.0,13,1.0,5
order_004682,cust_002545,SP,delivered,2018-08-03 21:13:00,2018-08-14 21:13:00,2018-08-13 21:13:00,11.0,10,1.0,3
order_004683,cust_007886,SP,delivered,2017-11-18 05:31:00,2017-11-26 05:31:00,2017-11-28 05:31:00,8.0,10,-2.0,5
order_004684,cust_004811,SC,delivered,2018-08-05 13:43:00,2018-08-20 13:43:00,2018-08-18 13:43:00,15.0,13,2.0,4
order_004685,cust_008143,RJ,shipped,2018-07-21 19:21:00,2018-07-22 19:21:00,2018-07-31 19:21:00,1.0,10,-9.0,4
order_004686,cust_003461,MG,processing,2017-11-14 21:32:00,2017-11-17 21:32:00,2017-11-24 21:32:00,3.0,10,-7.0,3
order_004687,cust_007533,RJ,delivered,2017-10-18 04:17:00,2017-10-20 04:17:00,2017-10-28 04:17:00,2.0,10,-8.0,5
order_004688,cust_001459,RJ,delivered,2018-08-26 13:06:00,2018-08-30 13:06:00,2018-09-05 13:06:00,4.0,10,-6.0,5
order_004689,cust_009112,MG,delivered,2018-04-26 14:08:00,2018-05-03 14:08:00,2018-05-06 14:08:00,7.0,10,-3.0,5
order_004690,cust_009057,SC,delivered,2018-08-24 14:58:00,2018-09-13 14:58:00,2018-09-06 14:58:00,20.0,13,7.0,3
order_004691,cust_000456,SP,shipped,2018-06-13 15:40:00,2018-06-28 15:40:00,2018-06-23 15:40:00,15.0,10,5.0,5
order_004692,cust_008168,MG,shipped,2018-02-17 06:06:00,2018-02-18 06:06:00,2018-02-27 06:06:00,1.0,10,-9.0,3
order_004693,cust_002344,MG,delivered,2017-02-04 16:42:00,2017-02-05 16:42:00,2017-02-14 16:42:00,1.0,10,-9.0,5
order_004694,cust_000644,SP,delivered,2017-08-06 05:45:00,2017-08-09 05:45:00,2017-08-16 05:45:00,3.0,10,-7.0,5
order_004695,cust_005709,PA,delivered,2018-09-14 14:52:00,2018-09-26 14:52:00,2018-10-03 14:52:00,12.0,19,-7.0,5
order_004696,cust_006287,SP,delivered,2017-08-30 07:55:00,2017-09-13 07:55:00,2017-09-09 07:55:00,14.0,10,4.0,4
order_004697,cust_004938,SP,delivered,2016-12-29 03:00:00,2017-01-16 03:00:00,2017-01-08 03:00:00,18.0,10,8.0,3
order_004698,cust_007363,MG,delivered,2018-04-22 05:57:00,2018-04-23 05:57:00,2018-05-02 05:57:00,1.0,10,-9.0,5
order_004699,cust_005747,SP,delivered,2018-05-08 00:52:00,2018-05-17 00:52:00,2018-05-18 00:52:00,9.0,10,-1.0,5
order_004700,cust_004256,RJ,delivered,2017-08-01 04:18:00,2017-08-06 04:18:00,2017-08-11 04:18:00,5.0,10,-5.0,4
order_004701,cust_004350,SP,delivered,2017-08-12 04:53:00,2017-08-13 04:53:00,2017-08-22 04:53:00,1.0,10,-9.0,5
order_004702,cust_009285,SP,delivered,2017-11-24 04:48:00,2017-11-27 04:48:00,2017-12-04 04:48:00,3.0,10,-7.0,4
order_004703,cust_002761,GO,delivered,2016-11-03 11:06:00,2016-11-12 11:06:00,2016-11-16 11:06:00,9.0,13,-4.0,5
order_004704,cust_003836,SP,delivered,2018-06-09 14:50:00,2018-06-10 14:50:00,2018-06-19 14:50:00,1.0,10,-9.0,4
order_004705,cust_005257,SP,delivered,2017-08-28 22:52:00,2017-09-01 22:52:00,2017-09-07 22:52:00,4.0,10,-6.0,5
order_004706,cust_000469,PE,delivered,2018-07-15 12:11:00,2018-08-05 12:11:00,2018-08-03 12:11:00,21.0,19,2.0,3
order_004707,cust_008500,RJ,delivered,2018-06-16 18:12:00,2018-06-24 18:12:00,2018-06-26 18:12:00,8.0,10,-2.0,5
order_004708,cust_006017,ES,delivered,2018-03-25 05:32:00,2018-04-10 05:32:00,2018-04-07 05:32:00,16.0,13,3.0,4
order_004709,cust_008672,SP,canceled,2017-09-03 05:12:00,2017-09-04 05:12:00,2017-09-13 05:12:00,1.0,10,-9.0,2
order_004710,cust_005958,MG,delivered,2017-12-13 12:12:00,2017-12-14 12:12:00,2017-12-23 12:12:00,1.0,10,-9.0,5
order_004711,cust_006847,SP,delivered,2017-11-16 19:35:00,2017-11-26 19:35:00,2017-11-26 19:35:00,10.0,10,0.0,3
order_004712,cust_008980,PA,delivered,2017-09-15 04:44:00,2017-10-06 04:44:00,2017-10-04 04:44:00,21.0,19,2.0,4
order_004713,cust_000290,RJ,delivered,2018-07-11 08:16:00,2018-07-12 08:16:00,2018-07-21 08:16:00,1.0,10,-9.0,5
order_004714,cust_002973,RJ,delivered,2017-11-29 02:58:00,2017-12-03 02:58:00,2017-12-09 02:58:00,4.0,10,-6.0,5
order_004715,cust_000597,SP,delivered,2018-07-03 19:17:00,2018-07-18 19:17:00,2018-07-13 19:17:00,15.0,10,5.0,3
order_004716,cust_008050,RJ,delivered,2017-01-16 14:22:00,2017-01-23 14:22:00,2017-01-26 14:22:00,7.0,10,-3.0,5
order_004717,cust_004527,RS,delivered,2017-03-12 00:40:00,2017-03-14 00:40:00,2017-03-25 00:40:00,2.0,13,-11.0,4
order_004718,cust_008413,ES,delivered,2018-09-18 05:17:00,2018-09-19 05:17:00,2018-10-01 05:17:00,1.0,13,-12.0,4
order_004719,cust_006789,SP,shipped,2018-01-28 00:53:00,2018-02-07 00:53:00,2018-02-07 00:53:00,10.0,10,0.0,5
order_004720,cust_004600,ES,delivered,2017-12-10 06:09:00,2017-12-22 06:09:00,2017-12-23 06:09:00,12.0,13,-1.0,4
order_004721,cust_008055,SP,delivered,2017-12-16 05:06:00,2018-01-04 05:06:00,2017-12-26 05:06:00,19.0,10,9.0,3
order_004722,cust_000672,RJ,delivered,2017-05-29 05:07:00,2017-05-30 05:07:00,2017-06-08 05:07:00,1.0,10,-9.0,4
order_004723,cust_002854,BA,delivered,2018-04-28 01:08:00,2018-05-02 01:08:00,2018-05-11 01:08:00,4.0,13,-9.0,4
order_004724,cust_001578,SP,delivered,2016-12-21 08:06:00,2017-01-03 08:06:00,2016-12-31 08:06:00,13.0,10,3.0,4
order_004725,cust_008240,SP,delivered,2018-01-15 08:16:00,2018-01-18 08:16:00,2018-01-25 08:16:00,3.0,10,-7.0,4
order_004726,cust_005521,RS,delivered,2018-01-12 02:47:00,2018-01-13 02:47:00,2018-01-25 02:47:00,1.0,13,-12.0,3
order_004727,cust_008232,SP,delivered,2018-08-16 15:01:00,2018-08-23 15:01:00,2018-08-26 15:01:00,7.0,10,-3.0,5
order_004728,cust_004479,RJ,delivered,2017-12-17 10:30:00,2017-12-18 10:30:00,2017-12-27 10:30:00,1.0,10,-9.0,4
order_004729,cust_002489,CE,delivered,2017-03-08 15:46:00,2017-03-30 15:46:00,2017-03-27 15:46:00,22.0,19,3.0,3
order_004730,cust_001314,SE,delivered,2018-01-14 00:20:00,2018-01-27 00:20:00,2018-02-02 00:20:00,13.0,19,-6.0,4
order_004731,cust_001815,RS,delivered,2016-12-27 16:34:00,2017-01-09 16:34:00,2017-01-09 16:34:00,13.0,13,0.0,5
order_004732,cust_004278,RJ,delivered,2017-05-18 21:53:00,2017-05-30 21:53:00,2017-05-28 21:53:00,12.0,10,2.0,4
order_004733,cust_006907,RS,delivered,2016-11-10 18:51:00,2016-11-22 18:51:00,2016-11-23 18:51:00,12.0,13,-1.0,4
