order_id,product_id,product_category,seller_id,price,freight_value
order_004611,prod_00333,watches_gifts,seller_0235,81.18,13.66
order_004612,prod_00665,housewares,seller_0085,62.69,7.0
order_004612,prod_01095,housewares,seller_0097,71.66,10.92
order_004613,prod_00604,bed_bath_table,seller_0312,237.6,13.42
order_004614,prod_01062,housewares,seller_0143,100.57,11.99
order_004615,prod_00032,auto,seller_0075,342.76,66.61
order_004616,prod_00937,furniture_decor,seller_0011,383.17,41.03
order_004617,prod_00236,sports_leisure,seller_0041,233.59,49.7
order_004618,prod_00231,bed_bath_table,seller_0127,206.33,12.45
order_004618,prod_00706,auto,seller_0186,161.22,10.21
order_004619,prod_00330,telephony,seller_0393,123.6,20.59
order_004619,prod_00135,watches_gifts,seller_0246,63.17,12.1
order_004619,prod_01180,health_beauty,seller_0046,192.39,14.6
order_004620,prod_00023,housewares,seller_0077,65.14,7.0
order_004621,prod_00832,bed_bath_table,seller_0139,264.72,50.11
order_004622,prod_00947,furniture_decor,seller_0295,327.85,81.73
order_004623,prod_00799,health_beauty,seller_0327,498.23,37.16
order_004623,prod_00784,sports_leisure,seller_0194,261.34,64.81
order_004624,prod_00023,housewares,seller_0106,73.56,18.3
order_004625,prod_00440,watches_gifts,seller_0253,31.6,7.0
order_004626,prod_00706,auto,seller_0353,140.81,31.52
order_004627,prod_00544,health_beauty,seller_0114,482.0,52.02
order_004627,prod_00004,bed_bath_table,seller_0002,216.78,25.25
order_004627,prod_00004,bed_bath_table,seller_0286,224.76,51.15
order_004628,prod_00566,auto,seller_0014,326.91,75.97
order_004629,prod_00464,baby,seller_0248,122.39,17.42
order_004630,prod_00017,toys,seller_0298,46.31,8.21
order_004631,prod_00571,health_beauty,seller_0188,322.54,47.22
order_004632,prod_01107,housewares,seller_0147,108.0,24.27
order_004632,prod_01121,electronics,seller_0241,103.36,7.28
order_004632,prod_00678,health_beauty,seller_0204,207.08,15.36
order_004633,prod_00157,bed_bath_table,seller_0017,160.72,19.15
order_004634,prod_01042,bed_bath_table,seller_0020,131.7,31.21
order_004635,prod_00846,cool_stuff,seller_0038,159.66,21.77
order_004635,prod_00123,health_beauty,seller_0164,249.05,35.68
order_004636,prod_00794,auto,seller_0311,336.38,37.98
order_004637,prod_00280,toys,seller_0315,57.52,7.0
order_004638,prod_00221,bed_bath_table,seller_0367,214.39,19.58
order_004639,prod_00241,health_beauty,seller_0269,340.78,61.11
order_004639,prod_00237,construction_tools,seller_0312,131.32,8.6
order_004640,prod_00935,computers_accessories,seller_0300,78.39,8.27
order_004641,prod_00069,toys,seller_0276,23.44,7.0
order_004642,prod_00989,sports_leisure,seller_0397,279.32,20.72
order_004642,prod_00438,garden_tools,seller_0337,267.88,46.2
order_004643,prod_01142,baby,seller_0331,107.58,8.84
order_004644,prod_00714,cool_stuff,seller_0227,523.83,45.64
order_004645,prod_00566,auto,seller_0288,362.6,82.71
order_004646,prod_00301,auto,seller_0340,125.78,16.46
order_004647,prod_00629,computers_accessories,seller_0212,95.53,10.26
order_004648,prod_00100,computers_accessories,seller_0125,71.48,13.47
order_004648,prod_00225,garden_tools,seller_0319,276.47,27.88
order_004649,prod_00457,cool_stuff,seller_0364,517.34,100.72
order_004650,prod_00331,pet_shop,seller_0175,95.81,14.49
order_004650,prod_00188,furniture_decor,seller_0239,357.56,40.35
order_004650,prod_00098,auto,seller_0196,141.11,33.85
order_004651,prod_00899,watches_gifts,seller_0261,29.43,7.0
order_004651,prod_00248,office_furniture,seller_0105,174.94,25.2
order_004652,prod_00082,health_beauty,seller_0077,158.74,19.24
order_004653,prod_01036,bed_bath_table,seller_0028,155.69,9.27
order_004654,prod_01152,health_beauty,seller_0219,279.6,25.27
order_004655,prod_01133,watches_gifts,seller_0023,81.27,9.14
order_004656,prod_00629,computers_accessories,seller_0037,91.41,13.96
order_004657,prod_00733,computers_accessories,seller_0130,84.53,17.2
order_004657,prod_00981,bed_bath_table,seller_0156,129.64,10.67
order_004658,prod_00175,watches_gifts,seller_0165,27.24,7.0
order_004659,prod_00152,computers_accessories,seller_0253,88.97,12.72
order_004660,prod_00680,housewares,seller_0095,60.84,7.0
order_004661,prod_00919,furniture_decor,seller_0229,233.35,25.05
order_004662,prod_00519,bed_bath_table,seller_0133,146.01,16.35
order_004663,prod_00383,watches_gifts,seller_0355,37.68,7.0
order_004664,prod_00080,bed_bath_table,seller_0027,94.95,13.21
order_004665,prod_00675,fashion_bags_accessories,seller_0144,74.11,14.72
order_004666,prod_00061,watches_gifts,seller_0033,48.07,10.31
order_004667,prod_00351,housewares,seller_0335,137.05,30.6
order_004668,prod_01049,watches_gifts,seller_0127,22.91,7.0
order_004669,prod_01171,bed_bath_table,seller_0160,84.79,11.54
order_004669,prod_00538,housewares,seller_0062,117.55,24.69
order_004669,prod_00318,auto,seller_0170,353.66,22.54
order_004670,prod_00499,sports_leisure,seller_0082,234.17,56.46
order_004670,prod_00498,bed_bath_table,seller_0142,180.02,43.69
order_004671,prod_00736,watches_gifts,seller_0227,51.81,7.0
order_004672,prod_00184,furniture_decor,seller_0284,260.13,32.85
order_004673,prod_00274,housewares,seller_0310,127.54,31.62
order_004674,prod_01116,computers_accessories,seller_0039,74.68,8.95
order_004675,prod_00582,office_furniture,seller_0381,193.34,33.91
order_004676,prod_00868,baby,seller_0097,108.97,16.06
order_004677,prod_00897,bed_bath_table,seller_0311,90.93,7.0
order_004678,prod_00312,health_beauty,seller_0246,338.8,42.34
order_004679,prod_00681,health_beauty,seller_0140,386.76,37.21
order_004679,prod_00426,furniture_decor,seller_0023,242.27,12.24
order_004680,prod_00083,bed_bath_table,seller_0289,182.69,27.48
order_004681,prod_00136,stationery,seller_0359,165.31,15.45
order_004682,prod_00630,baby,seller_0280,90.19,7.0
order_004683,prod_00462,furniture_decor,seller_0014,280.66,27.94
order_004684,prod_00356,bed_bath_table,seller_0386,117.09,7.53
order_004685,prod_00230,furniture_decor,seller_0128,155.84,38.74
order_004686,prod_01087,baby,seller_0232,43.57,7.0
order_004687,prod_00098,auto,seller_0323,244.07,18.94
order_004688,prod_00532,electronics,seller_0206,124.95,13.09
order_004689,prod_00800,watches_gifts,seller_0315,69.4,7.31
order_004690,prod_00564,bed_bath_table,seller_0066,278.87,68.67
order_004691,prod_00519,bed_bath_table,seller_0347,95.49,22.89
order_004692,prod_01139,watches_gifts,seller_0025,61.84,10.75
order_004693,prod_01047,computers_accessories,seller_0046,37.0,7.06
order_004694,prod_00072,auto,seller_0176,378.84,68.8
order_004695,prod_00204,health_beauty,seller_0244,431.08,40.23
order_004695,prod_00845,furniture_decor,seller_0235,151.03,32.97
order_004696,prod_00359,watches_gifts,seller_0007,72.3,10.52
order_004697,prod_00014,computers_accessories,seller_0317,53.22,7.0
order_004698,prod_00614,bed_bath_table,seller_0052,80.39,9.74
order_004698,prod_00386,perfumery,seller_0272,396.39,39.51
order_004699,prod_00290,bed_bath_table,seller_0202,132.34,7.0
order_004700,prod_00402,telephony,seller_0147,283.77,56.34
order_004701,prod_00452,stationery,seller_0246,168.92,11.13
order_004701,prod_00934,cool_stuff,seller_0214,482.23,24.76
order_004702,prod_00596,bed_bath_table,seller_0044,167.99,29.65
order_004702,prod_00959,furniture_decor,seller_0155,147.65,11.34
order_004703,prod_00103,auto,seller_0057,154.46,10.25
order_004704,prod_00268,housewares,seller_0340,113.61,7.0
order_004705,prod_00517,sports_leisure,seller_0017,333.66,29.71
order_004706,prod_00545,garden_tools,seller_0094,352.68,72.6
order_004706,prod_00462,furniture_decor,seller_0352,260.52,44.12
order_004707,prod_00576,watches_gifts,seller_0127,44.86,7.0
order_004708,prod_00459,telephony,seller_0138,144.41,22.33
order_004709,prod_00646,computers_accessories,seller_0292,50.83,7.0
order_004710,prod_00238,health_beauty,seller_0144,369.64,19.87
order_004711,prod_01026,stationery,seller_0161,64.19,12.05
order_004711,prod_00164,watches_gifts,seller_0354,60.67,12.97
order_004711,prod_00173,perfumery,seller_0038,242.4,18.61
order_004712,prod_00490,baby,seller_0061,63.31,11.52
order_004713,prod_01096,fashion_bags_accessories,seller_0348,58.41,10.77
order_004714,prod_00741,garden_tools,seller_0291,131.84,17.46
order_004715,prod_00320,perfumery,seller_0322,256.23,21.57
order_004716,prod_00415,bed_bath_table,seller_0374,110.83,11.41
order_004717,prod_01198,bed_bath_table,seller_0174,124.81,25.03
order_004718,prod_00510,bed_bath_table,seller_0161,183.37,21.37
order_004718,prod_00736,watches_gifts,seller_0176,57.3,7.0
order_004718,prod_00962,toys,seller_0391,30.86,7.0
order_004719,prod_00524,toys,seller_0106,23.79,7.0
order_004719,prod_01022,auto,seller_0023,232.83,40.1
order_004720,prod_00064,stationery,seller_0094,162.49,34.96
order_004721,prod_00653,sports_leisure,seller_0043,289.03,70.31
order_004721,prod_00108,bed_bath_table,seller_0154,216.83,45.91
order_004722,prod_00151,garden_tools,seller_0281,233.85,22.18
order_004723,prod_00355,bed_bath_table,seller_0186,145.22,11.91
order_004723,prod_01064,housewares,seller_0005,93.13,15.43
order_004724,prod_01171,bed_bath_table,seller_0348,86.37,7.07
order_004725,prod_00217,bed_bath_table,seller_0110,95.05,11.57
order_004726,prod_00148,auto,seller_0209,287.25,21.32
order_004726,prod_00060,sports_leisure,seller_0203,423.92,30.73
order_004727,prod_00785,auto,seller_0316,472.8,67.44
order_004728,prod_00032,auto,seller_0332,261.23,60.01
order_004729,prod_00484,housewares,seller_0301,119.66,25.7
order_004729,prod_00486,bed_bath_table,seller_0392,124.94,29.0
order_004730,prod_00596,bed_bath_table,seller_0205,220.02,29.06
order_004731,prod_00030,bed_bath_table,seller_0371,118.04,8.99
order_004732,prod_01071,telephony,seller_0274,130.36,30.94
order_004733,prod_00398,bed_bath_table,seller_0001,224.7,19.64
order_004733,prod_00771,bed_bath_table,seller_0333,112.75,22.04
order_004734,prod_00337,watches_gifts,seller_0175,65.74,7.0
order_004734,prod_00369,sports_leisure,seller_0182,279.61,35.65
order_004735,prod_00906,furniture_decor,seller_0399,279.75,57.1
order_004736,prod_00987,housewares,seller_0012,113.11,21.8
order_004737,prod_00612,telephony,seller_0033,412.07,50.57
order_004738,prod_00712,perfumery,seller_0325,488.22,42.9
order_004739,prod_01136,computers_accessories,seller_0223,81.75,17.1
order_004740,prod_00521,health_beauty,seller_0356,333.88,69.25
order_004741,prod_00596,bed_bath_table,seller_0005,182.15,17.44
order_004742,prod_01040,bed_bath_table,seller_0025,172.25,32.49
order_004743,prod_00797,sports_leisure,seller_0184,154.82,31.05
order_004743,prod_01186,telephony,seller_0272,421.04,50.13
order_004743,prod_00748,furniture_decor,seller_0335,169.71,33.91
order_004744,prod_01121,electronics,seller_0121,110.88,26.69
order_004744,prod_00343,cool_stuff,seller_0297,474.07,29.23
order_004745,prod_00944,health_beauty,seller_0025,360.87,29.18
order_004746,prod_00483,telephony,seller_0018,362.05,69.65
order_004747,prod_01157,telephony,seller_0166,307.11,64.22
order_004747,prod_01092,health_beauty,seller_0286,246.94,60.49
order_004748,prod_00581,telephony,seller_0017,180.77,34.08
order_004748,prod_00039,watches_gifts,seller_0374,58.52,12.16
order_004749,prod_00458,stationery,seller_0166,138.7,28.24
order_004750,prod_01051,perfumery,seller_0323,126.09,21.13
order_004750,prod_00135,watches_gifts,seller_0208,44.2,8.71
order_004751,prod_00179,cool_stuff,seller_0266,226.85,19.04
order_004751,prod_00552,telephony,seller_0277,226.12,19.6
order_004752,prod_00197,sports_leisure,seller_0352,260.15,36.38
order_004753,prod_01003,computers_accessories,seller_0270,95.12,7.0
order_004754,prod_01032,watches_gifts,seller_0339,82.89,11.35
order_004755,prod_00540,sports_leisure,seller_0348,224.61,47.51
order_004756,prod_00932,perfumery,seller_0331,169.49,30.28
order_004757,prod_00212,housewares,seller_0056,46.87,9.87
order_004757,prod_00833,cool_stuff,seller_0147,317.52,30.36
order_004758,prod_00978,sports_leisure,seller_0068,449.49,68.77
order_004759,prod_00905,perfumery,seller_0023,165.48,23.33
order_004760,prod_00252,health_beauty,seller_0279,245.24,19.83
order_004761,prod_00708,health_beauty,seller_0147,132.61,15.99
order_004762,prod_00723,furniture_decor,seller_0136,257.6,54.07
order_004763,prod_00279,fashion_bags_accessories,seller_0143,92.01,9.71
order_004764,prod_00203,auto,seller_0247,126.97,13.44
order_004764,prod_00752,pet_shop,seller_0288,322.27,19.2
order_004765,prod_01040,bed_bath_table,seller_0186,178.52,36.29
order_004766,prod_00666,perfumery,seller_0054,100.37,21.96
order_004767,prod_01065,furniture_decor,seller_0279,320.66,23.65
order_004768,prod_00697,furniture_decor,seller_0397,221.0,37.15
order_004769,prod_00749,computers_accessories,seller_0074,91.78,17.44
order_004769,prod_00696,telephony,seller_0149,370.64,33.59
order_004770,prod_00979,bed_bath_table,seller_0160,80.23,13.84
order_004771,prod_00952,cool_stuff,seller_0335,224.15,52.24
order_004771,prod_00625,toys,seller_0065,57.64,13.96
order_004772,prod_01028,sports_leisure,seller_0393,193.06,24.16
order_004772,prod_00868,baby,seller_0343,133.95,22.23
order_004773,prod_01057,electronics,seller_0182,130.96,29.56
order_004773,prod_00801,sports_leisure,seller_0241,124.69,20.69
order_004774,prod_00760,computers_accessories,seller_0039,100.18,8.14
order_004775,prod_00019,watches_gifts,seller_0257,27.36,7.0
order_004776,prod_00553,sports_leisure,seller_0332,122.72,13.43
order_004777,prod_00267,health_beauty,seller_0370,179.81,12.43
order_004777,prod_00001,telephony,seller_0269,253.67,44.32
order_004778,prod_00207,health_beauty,seller_0072,236.89,15.48
order_004779,prod_00568,toys,seller_0385,44.61,7.0
order_004780,prod_01166,computers_accessories,seller_0391,57.63,9.61
order_004780,prod_00181,health_beauty,seller_0155,377.16,71.78
order_004780,prod_00243,stationery,seller_0026,106.4,12.29
order_004781,prod_00416,housewares,seller_0128,64.59,14.09
order_004782,prod_00239,watches_gifts,seller_0021,61.27,13.27
order_004782,prod_00825,computers_accessories,seller_0142,81.49,14.5
order_004783,prod_00320,perfumery,seller_0143,312.32,51.52
order_004784,prod_00193,sports_leisure,seller_0377,467.19,44.88
order_004784,prod_00728,office_furniture,seller_0291,82.86,7.0
order_004785,prod_01145,health_beauty,seller_0073,216.94,42.83
order_004785,prod_00490,baby,seller_0270,60.49,11.72
order_004786,prod_00838,bed_bath_table,seller_0111,102.05,10.86
order_004787,prod_01120,watches_gifts,seller_0038,23.47,7.0
order_004787,prod_00400,sports_leisure,seller_0228,371.03,81.48
order_004787,prod_00189,watches_gifts,seller_0230,35.44,7.03
order_004788,prod_00492,fashion_bags_accessories,seller_0238,129.67,20.38
order_004789,prod_00221,bed_bath_table,seller_0147,185.16,20.98
order_004789,prod_00112,bed_bath_table,seller_0119,144.35,24.84
order_004790,prod_01077,telephony,seller_0275,240.79,24.21
order_004791,prod_00775,pet_shop,seller_0006,196.01,42.3
order_004792,prod_00932,perfumery,seller_0064,156.31,14.9
order_004792,prod_00307,watches_gifts,seller_0070,48.72,7.1
order_004793,prod_00263,fashion_bags_accessories,seller_0055,57.66,7.0
order_004794,prod_00324,bed_bath_table,seller_0110,124.45,16.05
order_004795,prod_01042,bed_bath_table,seller_0247,157.89,19.09
order_004796,prod_01162,sports_leisure,seller_0388,124.73,16.2
order_004797,prod_00791,sports_leisure,seller_0363,285.31,25.9
order_004797,prod_00127,housewares,seller_0233,113.76,15.97
order_004798,prod_00035,cool_stuff,seller_0054,284.58,69.33
order_004799,prod_00982,auto,seller_0211,133.96,19.14
order_004800,prod_00874,bed_bath_table,seller_0142,195.12,12.49
order_004800,prod_00490,baby,seller_0367,45.81,7.0
order_004801,prod_00999,auto,seller_0390,171.07,16.11
order_004802,prod_00853,computers_accessories,seller_0247,66.52,11.06
order_004803,prod_00076,housewares,seller_0238,92.94,14.91
order_004804,prod_00930,auto,seller_0250,258.65,54.15
order_004804,prod_00020,health_beauty,seller_0340,180.32,22.31
order_004805,prod_00015,computers_accessories,seller_0164,60.29,14.11
order_004806,prod_01034,auto,seller_0109,232.54,27.14
order_004807,prod_01061,construction_tools,seller_0119,133.53,8.88
order_004808,prod_00855,housewares,seller_0139,39.71,7.0
order_004808,prod_00607,perfumery,seller_0202,174.38,22.71
order_004808,prod_00533,computers_accessories,seller_0368,101.41,15.9
order_004809,prod_00152,computers_accessories,seller_0374,89.3,8.74
order_004810,prod_00061,watches_gifts,seller_0040,56.31,7.0
order_004811,prod_00920,garden_tools,seller_0071,324.52,57.63
order_004812,prod_01188,garden_tools,seller_0009,176.37,24.36
order_004813,prod_00577,auto,seller_0270,113.72,24.66
order_004814,prod_00318,auto,seller_0390,351.65,23.43
order_004815,prod_00650,housewares,seller_0055,108.4,17.73
order_004815,prod_00512,baby,seller_0276,66.17,7.0
order_004816,prod_00524,toys,seller_0106,32.67,7.0
order_004817,prod_01126,electronics,seller_0225,126.26,22.86
order_004818,prod_00579,health_beauty,seller_0177,233.95,41.02
order_004819,prod_00617,telephony,seller_0330,187.62,11.58
order_004820,prod_00484,housewares,seller_0071,126.55,14.21
order_004820,prod_00387,bed_bath_table,seller_0247,151.5,30.29
order_004820,prod_00707,toys,seller_0397,42.23,7.0
order_004821,prod_00893,sports_leisure,seller_0140,448.44,56.03
order_004821,prod_00844,bed_bath_table,seller_0251,201.14,48.9
order_004822,prod_00400,sports_leisure,seller_0210,308.56,16.71
order_004823,prod_00907,perfumery,seller_0150,333.05,25.08
order_004823,prod_00758,furniture_decor,seller_0208,175.68,16.91
order_004824,prod_00569,sports_leisure,seller_0042,300.21,29.54
order_004825,prod_00205,pet_shop,seller_0366,145.15,7.57
order_004826,prod_00919,furniture_decor,seller_0080,183.24,24.51
order_004827,prod_00916,sports_leisure,seller_0386,230.08,36.16
order_004827,prod_01120,watches_gifts,seller_0131,17.79,7.0
order_004828,prod_00943,electronics,seller_0037,159.84,9.23
order_004829,prod_00602,baby,seller_0149,80.27,8.86
order_004830,prod_00317,sports_leisure,seller_0012,233.75,36.1
order_004830,prod_00561,watches_gifts,seller_0115,29.86,7.0
order_004831,prod_00060,sports_leisure,seller_0150,277.73,40.73
order_004832,prod_01090,watches_gifts,seller_0316,72.26,12.75
order_004833,prod_01172,stationery,seller_0182,68.33,7.81
order_004834,prod_00316,baby,seller_0157,89.47,8.15
order_004835,prod_00219,telephony,seller_0185,158.81,10.86
order_004836,prod_00849,telephony,seller_0341,412.77,62.36
order_004837,prod_00486,bed_bath_table,seller_0375,245.56,60.04
order_004838,prod_00093,bed_bath_table,seller_0362,182.76,22.92
order_004839,prod_00045,furniture_decor,seller_0227,251.92,14.37
order_004840,prod_00572,furniture_decor,seller_0126,247.05,43.13
order_004840,prod_00056,auto,seller_0063,172.12,21.94
order_004841,prod_00546,garden_tools,seller_0110,276.1,32.62
order_004842,prod_00270,sports_leisure,seller_0331,325.57,31.24
order_004843,prod_00919,furniture_decor,seller_0091,213.04,50.65
order_004844,prod_00400,sports_leisure,seller_0206,376.76,21.08
order_004845,prod_01069,health_beauty,seller_0148,467.73,82.44
order_004846,prod_00779,perfumery,seller_0350,403.5,54.2
order_004846,prod_00075,furniture_decor,seller_0140,209.36,12.2
order_004847,prod_00635,computers_accessories,seller_0397,57.01,7.0
order_004847,prod_00094,office_furniture,seller_0072,296.86,31.88
order_004848,prod_01066,bed_bath_table,seller_0169,270.32,52.58
order_004849,prod_00282,health_beauty,seller_0042,467.16,60.61
order_004849,prod_00163,cool_stuff,seller_0342,398.51,23.35
order_004849,prod_00300,telephony,seller_0341,303.52,23.0
order_004850,prod_00677,toys,seller_0190,37.27,7.0
order_004851,prod_00256,watches_gifts,seller_0175,59.18,13.36
order_004852,prod_00973,health_beauty,seller_0356,445.2,46.78
order_004853,prod_00677,toys,seller_0047,59.11,9.77
order_004854,prod_00331,pet_shop,seller_0011,112.82,12.47
order_004855,prod_00047,baby,seller_0027,122.7,29.37
order_004856,prod_01114,furniture_decor,seller_0176,213.05,21.85
order_004856,prod_00109,furniture_decor,seller_0199,211.18,39.78
order_004857,prod_00492,fashion_bags_accessories,seller_0026,112.57,23.57
order_004858,prod_00089,auto,seller_0222,197.69,29.58
order_004859,prod_00752,pet_shop,seller_0311,317.45,38.84
order_004860,prod_00921,toys,seller_0008,54.84,10.06
order_004861,prod_00977,watches_gifts,seller_0251,83.78,9.94
order_004861,prod_01136,computers_accessories,seller_0107,86.56,20.79
order_004862,prod_00779,perfumery,seller_0141,481.6,65.41
order_004863,prod_00450,bed_bath_table,seller_0101,200.56,32.77
order_004863,prod_00263,fashion_bags_accessories,seller_0244,79.97,12.53
order_004864,prod_00161,bed_bath_table,seller_0234,106.52,12.73
order_004865,prod_00805,sports_leisure,seller_0054,352.32,34.78
order_004865,prod_00411,bed_bath_table,seller_0073,140.28,13.07
order_004866,prod_00090,garden_tools,seller_0373,253.06,25.78
order_004867,prod_00556,health_beauty,seller_0142,220.9,53.79
order_004868,prod_00736,watches_gifts,seller_0035,43.66,7.42
order_004868,prod_00953,health_beauty,seller_0094,356.09,58.39
order_004869,prod_00170,pet_shop,seller_0070,278.16,41.96
order_004870,prod_00897,bed_bath_table,seller_0197,89.56,7.0
order_004871,prod_00102,computers_accessories,seller_0000,114.19,14.16
order_004871,prod_00275,watches_gifts,seller_0033,38.8,7.0
order_004872,prod_01034,auto,seller_0367,193.29,31.65
order_004873,prod_00645,health_beauty,seller_0345,499.97,85.61
order_004874,prod_00215,telephony,seller_0057,217.42,40.95
order_004875,prod_00543,sports_leisure,seller_0297,234.09,21.84
order_004876,prod_01108,health_beauty,seller_0064,233.16,26.83
order_004877,prod_00987,housewares,seller_0016,140.15,11.92
order_004878,prod_00084,garden_tools,seller_0091,365.67,36.47
order_004879,prod_00671,sports_leisure,seller_0363,151.75,33.93
order_004880,prod_00316,baby,seller_0327,118.97,9.79
order_004881,prod_00319,cool_stuff,seller_0086,397.44,25.0
order_004882,prod_00088,health_beauty,seller_0294,317.56,28.77
order_004882,prod_01136,computers_accessories,seller_0262,92.98,17.86
order_004883,prod_01068,cool_stuff,seller_0003,298.63,37.53
order_004884,prod_01080,health_beauty,seller_0347,236.26,15.22
order_004885,prod_00099,health_beauty,seller_0391,345.31,69.79
order_004886,prod_00757,cool_stuff,seller_0307,443.12,99.14
order_004887,prod_00364,bed_bath_table,seller_0374,167.8,16.0
order_004888,prod_00058,bed_bath_table,seller_0348,200.47,42.31
order_004889,prod_00945,furniture_decor,seller_0377,175.62,20.1
order_004889,prod_00722,housewares,seller_0243,52.24,7.0
order_004889,prod_00901,computers_accessories,seller_0332,51.94,7.0
order_004890,prod_00726,health_beauty,seller_0084,465.79,23.52
order_004891,prod_00816,sports_leisure,seller_0073,391.27,59.96
order_004892,prod_00266,bed_bath_table,seller_0203,72.45,7.59
order_004893,prod_00113,garden_tools,seller_0325,164.71,11.06
order_004893,prod_00764,bed_bath_table,seller_0345,95.64,16.25
order_004894,prod_00183,cool_stuff,seller_0192,362.68,26.77
order_004895,prod_01127,perfumery,seller_0347,462.54,86.08
order_004896,prod_00751,computers_accessories,seller_0243,44.74,7.0
order_004897,prod_00442,housewares,seller_0181,131.22,25.42
order_004898,prod_00276,fashion_bags_accessories,seller_0038,106.21,7.0
order_004899,prod_01094,computers_accessories,seller_0157,53.0,7.0
order_004900,prod_01192,fashion_bags_accessories,seller_0065,59.84,7.0
order_004901,prod_00743,stationery,seller_0297,93.53,7.46
order_004901,prod_00101,bed_bath_table,seller_0018,87.18,10.39
order_004902,prod_00749,computers_accessories,seller_0144,110.79,10.99
order_004902,prod_01099,health_beauty,seller_0238,291.8,41.43
order_004903,prod_00800,watches_gifts,seller_0078,70.19,15.8
order_004903,prod_00034,telephony,seller_0208,183.18,11.18
order_004904,prod_00098,auto,seller_0033,153.2,18.17
order_004905,prod_00128,watches_gifts,seller_0260,94.54,20.65
order_004906,prod_01145,health_beauty,seller_0333,217.04,51.4
order_004907,prod_00170,pet_shop,seller_0102,308.57,54.59
order_004908,prod_00712,perfumery,seller_0270,492.19,71.19
order_004909,prod_01105,garden_tools,seller_0035,195.64,30.15
order_004910,prod_00842,stationery,seller_0148,221.59,46.08
order_004911,prod_00258,computers_accessories,seller_0192,83.8,8.71
order_004911,prod_00791,sports_leisure,seller_0251,278.93,49.82
order_004911,prod_01187,watches_gifts,seller_0087,47.14,7.68
order_004912,prod_00028,housewares,seller_0276,86.5,7.0
order_004913,prod_00532,electronics,seller_0151,117.47,15.78
order_004914,prod_00867,pet_shop,seller_0004,78.58,19.62
order_004915,prod_01112,sports_leisure,seller_0331,347.63,82.12
order_004915,prod_00247,toys,seller_0335,45.5,9.31
order_004916,prod_01121,electronics,seller_0364,91.95,14.98
order_004916,prod_00801,sports_leisure,seller_0118,111.95,20.39
order_004917,prod_00532,electronics,seller_0117,111.25,25.96
order_004918,prod_01165,sports_leisure,seller_0202,176.06,25.48
order_004918,prod_00913,housewares,seller_0289,110.72,11.14
order_004918,prod_01057,electronics,seller_0207,114.28,22.67
order_004919,prod_00919,furniture_decor,seller_0245,176.65,17.6
order_004920,prod_00601,sports_leisure,seller_0293,325.65,39.58
order_004921,prod_01115,stationery,seller_0141,75.24,11.65
order_004922,prod_00639,perfumery,seller_0157,369.11,22.01
order_004923,prod_01111,auto,seller_0050,361.48,26.93
order_004923,prod_00640,watches_gifts,seller_0111,67.94,7.0
order_004924,prod_00572,furniture_decor,seller_0298,181.89,15.92
order_004925,prod_00571,health_beauty,seller_0380,292.46,41.47
order_004926,prod_01014,telephony,seller_0328,255.65,60.65
order_004926,prod_00085,toys,seller_0331,18.96,7.0
order_004926,prod_00783,construction_tools,seller_0180,97.7,10.07
order_004927,prod_00512,baby,seller_0053,68.53,11.59
order_004928,prod_00378,cool_stuff,seller_0170,552.9,28.72
order_004929,prod_00765,bed_bath_table,seller_0015,88.14,10.44
order_004930,prod_00325,computers_accessories,seller_0213,100.7,13.92
order_004931,prod_00984,cool_stuff,seller_0396,228.55,26.22
order_004931,prod_00422,bed_bath_table,seller_0234,73.37,7.0
order_004932,prod_00693,watches_gifts,seller_0309,28.93,7.0
order_004933,prod_00667,baby,seller_0158,165.59,15.1
order_004933,prod_00987,housewares,seller_0213,142.03,26.06
order_004934,prod_00301,auto,seller_0146,104.46,23.99
order_004935,prod_00576,watches_gifts,seller_0133,56.46,9.3
order_004936,prod_00315,bed_bath_table,seller_0190,317.86,52.41
order_004937,prod_00397,health_beauty,seller_0295,419.52,75.81
order_004938,prod_00253,computers_accessories,seller_0166,106.0,9.5
order_004939,prod_00780,electronics,seller_0282,66.96,7.0
order_004940,prod_01047,computers_accessories,seller_0238,41.49,7.0
order_004941,prod_00629,computers_accessories,seller_0304,111.2,25.27
order_004942,prod_00145,auto,seller_0010,454.22,62.84
order_004943,prod_00566,auto,seller_0361,375.36,93.02
order_004944,prod_00526,sports_leisure,seller_0354,242.22,48.97
order_004945,prod_01126,electronics,seller_0298,162.01,9.56
order_004945,prod_00381,furniture_decor,seller_0062,221.45,46.62
order_004946,prod_01168,cool_stuff,seller_0365,418.84,78.95
order_004947,prod_00114,sports_leisure,seller_0218,276.55,44.71
order_004948,prod_01002,baby,seller_0021,123.74,28.16
order_004949,prod_00015,computers_accessories,seller_0353,64.22,14.53
order_004950,prod_00203,auto,seller_0372,123.11,13.02
order_004951,prod_00516,electronics,seller_0396,71.37,11.39
order_004952,prod_01142,baby,seller_0216,88.71,16.08
order_004952,prod_00421,bed_bath_table,seller_0364,184.37,28.0
order_004953,prod_00761,furniture_decor,seller_0081,231.9,36.5
order_004953,prod_00712,perfumery,seller_0175,553.59,39.22
order_004954,prod_00211,auto,seller_0039,202.06,29.89
order_004954,prod_00335,housewares,seller_0236,64.99,7.0
order_004955,prod_00482,health_beauty,seller_0189,391.58,53.14
order_004955,prod_00414,sports_leisure,seller_0089,242.42,26.79
